semantic_similarity,skill_overlap,experience_match,label
0.4809050891355219,0.6420316461542878,0.10312386883593261,0
0.9130357298074372,0.08413996499504883,0.9025529066795667,0
0.7489954563585539,0.16162871409461377,0.5052523724478571,0
0.6489938631477774,0.8985541885270792,0.8264574661077416,1
0.31701398033182737,0.6064290596595899,0.32004960103061175,0
0.316995890252152,0.009197051616629648,0.8955232284962005,0
0.2435627091261496,0.1014715428660321,0.3892016787341631,0
0.8496321093312014,0.6635017691080558,0.01083765148029836,1
0.6508362588074066,0.005061583846218687,0.9053819764192637,0
0.7310544333470341,0.16080805141749865,0.09128667678613356,0
0.21543837072185185,0.5487337893665861,0.31931363759041487,0
0.9274323891214957,0.6918951976926933,0.9500619670508049,1
0.8243319806003162,0.6519612595026005,0.9506071469375561,1
0.3592543330087071,0.22426930946055978,0.5734378881232861,0
0.3363687254053255,0.7121792213475359,0.6318372121697993,0
0.3375533823900754,0.23724908749680007,0.44844552197831977,0
0.4281816822196533,0.3253996981592677,0.29321077169806453,0
0.5935673237241783,0.7464914051180241,0.32866454536991596,1
0.5239587639815868,0.6496328990472147,0.6725184560770384,0
0.4184218551485315,0.8492234104941779,0.75237452943768,0
0.6588896710417846,0.6576128923003434,0.7915790437258485,1
0.3046203954890314,0.5683086033354716,0.7896181427945539,0
0.4191084864014136,0.09367476782809248,0.09120610304869037,0
0.4747713824702688,0.3677158030594335,0.49442030470258147,0
0.542052488162777,0.26520236768172545,0.057558760016644284,0
0.7888819710447601,0.24398964337908358,0.5495288823237355,0
0.3497553366187698,0.9730105547524456,0.441530501373377,0
0.5856758288102086,0.3930977246667604,0.8877041827582998,0
0.6443109266465319,0.8920465551771133,0.3509150125520787,1
0.2348378095399983,0.6311386259972629,0.11706701642760586,0
0.6556586389260788,0.7948113035416484,0.14299168205283586,1
0.32789309276546863,0.5026370931051921,0.7615106317174722,0
0.24878869473895965,0.5769038846263591,0.6182180633162611,0
0.91166415294,0.4925176938188639,0.10112267612279024,1
0.9242240248059195,0.1952429877980445,0.08410680611499743,0
0.8062980110873459,0.7224521152615053,0.70096913145912,1
0.428460326880028,0.2807723624408558,0.07276300636419353,0
0.2732540855047879,0.02431596643145384,0.8218600592903562,0
0.7131747698841178,0.6454722959071678,0.7062422271564962,1
0.530114370304701,0.17711067940704894,0.08134878064189976,0
0.29152867613358413,0.9404585843529143,0.08483771408519192,0
0.5713826825834527,0.9539285770025874,0.9866395785011755,1
0.2257913908364138,0.9148643902204485,0.3742707957561203,0
0.8819903015590866,0.3701587002554444,0.3706421470668909,0
0.3940849862000127,0.015456616528867428,0.8127995672575026,0
0.6968917132654865,0.9283185625877254,0.9472485773838587,1
0.43378330706705825,0.42818414831731433,0.9860010638228709,0
0.5900510158833581,0.9666548190436696,0.7533781852589416,1
0.6100327095074598,0.9636199770892528,0.37625958553091576,1
0.3386408416441453,0.8530094554673601,0.08350071669866876,0
0.9271884708234188,0.2944488920695857,0.7771469159274368,0
0.7813496175208359,0.38509772860192526,0.558404249735805,0
0.9046242061731418,0.8511366715168569,0.4242220092469763,1
0.8711205128207367,0.31692200515627766,0.906354385094736,0
0.6484249841083138,0.1694927466860925,0.11119748230615134,0
0.8914056762673377,0.5568012624583502,0.49262510429085915,1
0.26636937653893966,0.936154774160781,0.011353644767419069,0
0.34698714681435894,0.696029796674973,0.46866064199412627,0
0.23392046668290356,0.570061170089365,0.05630327568183735,0
0.4439977480724483,0.09717649377076854,0.11881791626807192,0
0.4915079672671115,0.6150072266991697,0.11752624677710488,0
0.4035117738304219,0.9900538501042633,0.6492103021160636,0
0.8215531318639471,0.14008401523652403,0.7460448792654233,0
0.46756499502019194,0.5183296523637367,0.5833687650971596,0
0.4107008822655356,0.8773730719279554,0.9621725484745419,0
0.6070220623686864,0.7407686177542044,0.37487057952370406,1
0.305693168731072,0.697015740995268,0.28571208628186073,0
0.8016477355655298,0.7024840839871093,0.8685991281894603,1
0.2559129827598281,0.35949115121975517,0.22359583851945264,0
0.9401652024503879,0.29359184426449336,0.9632225394406113,0
0.7791835769724931,0.8093611554785136,0.012154474689816341,1
0.3490367611506293,0.8101133946791808,0.969878826707639,0
0.2041415878427018,0.8670723185801037,0.04315991195057611,0
0.8115960713411257,0.9132405525564713,0.8911431136980711,1
0.7301430078857127,0.5113423988609378,0.5277011090862999,1
0.7467553760307404,0.5015162946871996,0.9929647961193003,1
0.7784527600144593,0.7982951789667752,0.07379656473539886,1
0.2555334888005678,0.6499639307777652,0.5538542844013208,0
0.46884929640820444,0.7019668772577033,0.969302535619099,0
0.2869017946438473,0.795792669436101,0.5230978441701488,0
0.8473275694066951,0.8900053418175663,0.6293986381352625,1
0.6674735951206685,0.3379951568515358,0.6957486889846172,0
